milepost,loco_shear_kNs,car_shear_kNs,total_shear_kNs,total_vert_GNs
192.62500000000358,4157.0833785573395,2667.0429844274418,6824.126362984782,1.1926544335968388
192.6750000000036,5519.313888479553,2894.4997620458753,8413.813650525428,1.1964803335968386
192.7250000000036,5635.547692978749,3030.1431580512135,8665.690851029962,1.1964803335968386
192.77500000000362,4873.610044481809,3125.779803940424,7999.389848422234,1.1944372944664037
192.82500000000363,5728.919248968668,3176.8623012151243,8905.781550183792,1.2079527990118586
192.87500000000364,4547.707711076057,3205.6325257759518,7753.340236852009,1.2155993644268783
192.92500000000365,3433.563153200045,3156.196720027268,6589.759873227313,1.2155993644268783
192.97500000000366,3241.865506266522,3090.6955532612574,6332.561059527779,1.2255439126482222
193.02500000000367,4152.793857685227,3040.8690191420114,7193.6628768272385,1.2275817171936767
193.07500000000368,4751.393238943876,2986.69190791806,7738.085146861937,1.2329355343873527
193.1250000000037,4436.638570603476,2896.1244155497466,7332.762986153222,1.2482338998023723
193.1750000000037,3945.7124919501084,2831.8930819494954,6777.605573899604,1.259706365217392
193.22500000000372,4828.010791495257,2785.421746968851,7613.432538464108,1.2614892260869575
193.27500000000373,4993.371912545454,2722.8610990355182,7716.233011580972,1.2823963523715423
193.32500000000374,5683.582418065631,2568.4339949420055,8252.016413007637,1.293868817786562
193.37500000000375,5421.4296792449495,2418.040275079166,7839.469954324115,1.311459931422926
193.42500000000376,4301.526360316734,2264.9673060792547,6566.493666395989,1.328541157707511
193.47500000000377,5335.053370356621,2069.3256751197937,7404.379045476415,1.3359327794466413
193.52500000000379,5759.655450065455,1881.444971728504,7641.100421793959,1.3647466494071159
